λ_teo (Å),λ_obs (Å),Flujo,Profundidad,Velocidad (m/s),Curvatura,Bisectriz,Coef 0,Coef 1,Coef 2,Coef 3,Coef 4
4126.1827,4126.183189597623,0.1426215022393155,0.8573784977606845,35.5722674896613,2724732895.555734,-1561.004264132273,0.143024400477677,-0.3604631392995064,80.01970179205658,275.14127449308904,-1860.101394197109
4132.8992,4132.90880590565,0.10297484103473094,0.897025158965269,696.7936857176448,1344289959.7798893,-1534.75029698783,0.10310913841435565,0.1451957659725423,39.35059597739726,65.52476467531699,4474.378927684886
4136.9977,4136.999258143807,0.13997553838296972,0.8600244616170303,112.9127439308057,2677279778.947674,634.2980497866461,0.14102323958655444,-0.5708342407825037,78.21550904776038,-107.0961513617356,-5009.827260848495
4139.9273,4139.931730664615,0.062394632906292886,0.9376053670937071,320.84617416183886,2082018844.1103523,-2089.0312896613955,0.06282205966264952,0.3208403711262516,60.73909284726563,212.8550801456069,5261.39716072742
4146.0642,4146.060588788192,0.19432923198251661,0.8056707680174834,-261.11849985550157,3073665575.2338142,-313.756991684999,0.19497476867358066,0.479741574497561,89.4036662475262,69.36637616356245,-11681.533701971744
4147.669,4147.6756395386365,0.04530437185257066,0.9546956281474294,479.9041601076738,857211648.2611178,-5224.449986866766,0.04561550182931995,-0.17743843190410144,24.914288910918724,89.73288838649871,5812.293998591009
4150.2491,4150.258900605664,0.1716908113886177,0.8283091886113823,707.9448946690056,2302554365.193283,2923.6544735377865,0.17244498971722788,0.45296091662824073,66.8389345100455,-361.6342569453965,-2351.938646634997
4154.4987,4154.500190475461,0.11062208800576008,0.8893779119942399,107.55408395346414,1652954931.567874,-1854.1387147551757,0.11065722375884908,-0.0821223711787504,47.88433389290898,117.83035848463707,1093.3568551693206
4154.8055,4154.813414975151,0.1151083899004024,0.8848916100995976,571.109731972938,1699788830.7702127,-597.9609231868739,0.11665934825650366,0.5518928301926469,49.23363766488938,40.175146760718015,2803.0380109553103
4157.7801,4157.78528964981,0.1127156696023631,0.8872843303976369,374.19436219099595,1760478542.2832417,-649.460333030843,0.11274696716288413,-0.0798704327222805,50.918619853817184,46.70648978598696,2472.8935078302056
4158.7924,4158.794074423175,0.14587354327758928,0.8541264567224107,120.70317315342383,2447347704.815093,2408.461560754558,0.14632515723555983,0.3595651412092422,70.75071726758738,-334.4861368997559,-3051.155675418312
4175.6361,4175.636267586021,0.11609632994142301,0.883903670058577,12.031945320215465,2142715621.251644,-2296.676246540975,0.11671463892605892,0.387404863336319,61.445377698024274,241.5517391519632,1047.2090860451985
4176.5659,4176.567712810375,0.13310508666278606,0.8668949133372139,130.12290274395724,2778065038.1981635,199.28802010269152,0.13504271486200384,0.7860921323155227,79.6293846456285,-35.20924652829951,-3042.0382572502517
4182.3826,4182.3801024463,0.1511615915940922,0.8488384084059077,-179.02421520940402,3159259446.4150753,-1347.1251537755209,0.1518273856451093,-0.49253532844701203,90.30427235277584,306.5189527183852,-5549.426122825727
4184.8918,4184.898086826245,0.10201143884465688,0.8979885611553431,450.3684164443785,1723061584.1867874,4152.91341982547,0.10201562431885262,0.02872190613795048,49.19274210785747,-280.57509553155796,-273.7051182406683
4187.039,4187.043719623979,0.06526123198802311,0.9347387680119769,337.9256017433928,746650479.307063,-3798.2408825386256,0.06527668139582658,-0.036312240442115444,21.294740948718548,48.1109591176658,1915.973720225346
4187.7954,4187.802623257174,0.061815932445995724,0.9381840675540043,517.0926026847068,582817371.6473855,-1627.0297214164918,0.0618818058326241,-0.06623183679785018,16.61613772064786,12.550214541842251,1763.9800790008665
4195.3291,4195.330096799338,0.10753044603777984,0.8924695539622202,71.22991227463014,1629820869.0269642,129.45100993551918,0.1076227327243807,0.1307494480311219,46.299638854718566,-7.766691953994728,13.688429247759013
4196.2083,4196.206705941134,0.13840123603310336,0.8615987639668966,-113.88539166751028,3003276062.436279,-582.9826411207832,0.13966787647897685,0.655453788183287,85.28084835161329,118.69291982086929,-1755.4717170481347
4199.9835,4199.983945163242,0.03737793218766623,0.9626220678123337,31.775501635838935,1155221855.4398768,-7135.952123588635,0.03794219697942905,-0.27553658952906585,32.74463399509226,214.38240147500636,1209.2576591721247
